work_year,job_title,job_category,salary,employee_residence,experience_level,employment_type,work_setting,company_location,company_size
2023,Machine Learning Infrastructure Engineer,Machine Learning and AI,220000,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Infrastructure Engineer,Machine Learning and AI,150000,United States,Senior,Full-time,Remote,United States,M
2023,Research Scientist,Data Science and Research,252990,United States,Mid-level,Full-time,Remote,United States,M
2023,Research Scientist,Data Science and Research,162170,United States,Mid-level,Full-time,Remote,United States,M
2023,Machine Learning Infrastructure Engineer,Machine Learning and AI,260000,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Infrastructure Engineer,Machine Learning and AI,235000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,212800,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,111600,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,175000,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,130000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,238000,Canada,Senior,Full-time,Remote,Canada,M
2023,Data Scientist,Data Science and Research,156000,Canada,Senior,Full-time,Remote,Canada,M
2023,Data Lead,Leadership and Management,130000,United States,Mid-level,Full-time,Remote,United States,M
2023,Data Lead,Leadership and Management,115000,United States,Mid-level,Full-time,Remote,United States,M
2023,Data Architect,Data Architecture and Modeling,155000,United States,Senior,Full-time,Remote,United States,M
2023,Data Architect,Data Architecture and Modeling,135000,United States,Senior,Full-time,Remote,United States,M
2023,Data Architect,Data Architecture and Modeling,193000,United States,Senior,Full-time,Remote,United States,M
2023,Data Architect,Data Architecture and Modeling,110000,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,117500,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,212800,United States,Senior,Full-time,Remote,United States,L
2023,Data Scientist,Data Science and Research,111600,United States,Senior,Full-time,Remote,United States,L
2023,Data Architect,Data Architecture and Modeling,306000,United States,Senior,Full-time,Remote,United States,M
2023,Data Architect,Data Architecture and Modeling,204000,United States,Senior,Full-time,Remote,United States,M
2023,BI Developer,BI and Visualization,135000,United States,Senior,Full-time,Remote,United States,M
2023,BI Developer,BI and Visualization,110000,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,200000,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,175000,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Scientist,Machine Learning and AI,180514,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Scientist,Machine Learning and AI,108308,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,200000,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,150000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,155000,United States,Mid-level,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,135000,United States,Mid-level,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,168000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,130000,United States,Senior,Full-time,Remote,United States,M
2023,Analytics Engineer,Leadership and Management,245000,United States,Senior,Full-time,Remote,United States,M
2023,Analytics Engineer,Leadership and Management,185000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,164000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,130000,United States,Senior,Full-time,Remote,United States,M
2023,ML Engineer,Machine Learning and AI,270000,United States,Senior,Full-time,Remote,United States,M
2023,ML Engineer,Machine Learning and AI,232200,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,178200,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,115000,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,110000,United States,Senior,Full-time,Remote,United States,M
2023,Applied Scientist,Data Science and Research,216000,United States,Senior,Full-time,Remote,United States,M
2023,Applied Scientist,Data Science and Research,184000,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,192000,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,164000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,297300,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,198200,United States,Senior,Full-time,Remote,United States,M
2023,Applied Scientist,Data Science and Research,192000,United States,Senior,Full-time,Remote,United States,M
2023,Applied Scientist,Data Science and Research,164000,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,265800,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,165500,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,193000,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,134000,United States,Senior,Full-time,Remote,United States,M
2023,AI Engineer,Machine Learning and AI,180000,United States,Senior,Full-time,Remote,United States,M
2023,AI Engineer,Machine Learning and AI,150000,United States,Senior,Full-time,Remote,United States,M
2023,Data Developer,Leadership and Management,120681,United States,Mid-level,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,180000,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,139750,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,254000,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,200000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,272290,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,169374,United States,Senior,Full-time,Remote,United States,M
2023,Principal Data Scientist,Data Science and Research,195000,United States,Senior,Full-time,Remote,United States,L
2023,Machine Learning Researcher,Machine Learning and AI,150000,United States,Mid-level,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,185100,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,133300,United States,Senior,Full-time,Remote,United States,M
2023,AI Developer,Machine Learning and AI,130000,United States,Entry-level,Full-time,Remote,United States,L
2023,Machine Learning Engineer,Machine Learning and AI,150000,Canada,Senior,Full-time,Remote,Canada,M
2023,Data Analyst,Data Analysis,150000,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,120000,United States,Senior,Full-time,Remote,United States,M
2023,Research Scientist,Data Science and Research,150000,United States,Senior,Full-time,Remote,United States,M
2023,Research Scientist,Data Science and Research,120000,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,175000,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,135000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,170000,United States,Mid-level,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,144500,United States,Mid-level,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,170000,United States,Senior,Full-time,Remote,United States,M
2023,Data Developer,Leadership and Management,130000,United States,Mid-level,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,129000,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,110000,United States,Senior,Full-time,Remote,United States,M
2023,Data Architect,Data Architecture and Modeling,215000,United States,Senior,Full-time,Remote,United States,M
2023,Data Architect,Data Architecture and Modeling,153000,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,105000,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,202000,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,132000,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Researcher,Machine Learning and AI,190000,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Researcher,Machine Learning and AI,170000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,145000,United States,Mid-level,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,115000,United States,Mid-level,Full-time,Remote,United States,M
2023,Business Intelligence Analyst,BI and Visualization,150000,United States,Mid-level,Full-time,Remote,United States,M
2023,Business Intelligence Analyst,BI and Visualization,135000,United States,Mid-level,Full-time,Remote,United States,M
2023,Head of Data,Leadership and Management,329500,United States,Executive,Full-time,Remote,United States,M
2023,Head of Data,Leadership and Management,269600,United States,Executive,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,257000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,197000,United States,Senior,Full-time,Remote,United States,M
2023,Business Intelligence Engineer,BI and Visualization,140000,United States,Senior,Full-time,Remote,United States,M
2023,Business Intelligence Engineer,BI and Visualization,120000,United States,Senior,Full-time,Remote,United States,M
2023,ML Engineer,Machine Learning and AI,125000,United States,Mid-level,Full-time,Remote,United States,M
2023,Data Strategy Manager,Data Management and Strategy,115000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,172200,United States,Mid-level,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,131200,United States,Mid-level,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,253000,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,123800,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,180000,United States,Executive,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,160000,United States,Executive,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,145000,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,115000,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,139500,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,118575,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,192500,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,140000,United States,Senior,Full-time,Remote,United States,M
2023,Data Science Manager,Data Science and Research,190000,United States,Senior,Full-time,Remote,United States,M
2023,Data Science Manager,Data Science and Research,170000,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,192000,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,164000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,228856,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,144540,United States,Senior,Full-time,Remote,United States,M
2023,Data Architect,Data Architecture and Modeling,170000,United States,Senior,Full-time,Remote,United States,M
2023,Data Architect,Data Architecture and Modeling,140000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,155000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,125000,United States,Senior,Full-time,Remote,United States,M
2023,Data Architect,Data Architecture and Modeling,170000,United States,Senior,Full-time,Remote,United States,M
2023,Data Architect,Data Architecture and Modeling,140000,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,150600,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,120500,United States,Senior,Full-time,Remote,United States,M
2023,Analytics Engineer,Leadership and Management,200000,United States,Senior,Full-time,Remote,United States,L
2023,Data Scientist,Data Science and Research,225000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,172758,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,245000,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,194992,United States,Senior,Full-time,Remote,United States,M
2023,Director of Data Science,Data Science and Research,375500,United States,Executive,Full-time,Remote,United States,M
2023,Director of Data Science,Data Science and Research,250300,United States,Executive,Full-time,Remote,United States,M
2023,ML Engineer,Machine Learning and AI,262269,United States,Senior,Full-time,Remote,United States,M
2023,ML Engineer,Machine Learning and AI,230797,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,115000,United States,Mid-level,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,195000,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Infrastructure Engineer,Machine Learning and AI,158900,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Infrastructure Engineer,Machine Learning and AI,132400,United States,Senior,Full-time,Remote,United States,M
2023,AI Engineer,Machine Learning and AI,140000,United States,Mid-level,Full-time,Remote,United States,S
2023,Data Scientist,Data Science and Research,225000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,111967,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,216027,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,101028,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,174350,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,126800,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,129000,Canada,Senior,Full-time,Remote,Canada,M
2023,Data Analyst,Data Analysis,130000,United States,Senior,Full-time,Remote,United States,S
2023,Data Analyst,Data Analysis,105000,United States,Senior,Full-time,Remote,United States,S
2023,Data Analyst,Data Analysis,153300,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,104244,United States,Senior,Full-time,Remote,United States,M
2023,Applied Scientist,Data Science and Research,216000,United States,Senior,Full-time,Remote,United States,M
2023,Applied Scientist,Data Science and Research,184000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,190000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,145000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,226000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,160000,United States,Senior,Full-time,Remote,United States,M
2023,Applied Scientist,Data Science and Research,230000,United States,Senior,Full-time,Remote,United States,M
2023,Applied Scientist,Data Science and Research,196000,United States,Senior,Full-time,Remote,United States,M
2023,AI Programmer,Machine Learning and AI,120000,Canada,Senior,Full-time,Remote,France,M
2023,ML Engineer,Machine Learning and AI,385000,United States,Senior,Full-time,Remote,United States,M
2023,ML Engineer,Machine Learning and AI,245000,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,110019,Canada,Senior,Full-time,Remote,Canada,M
2023,Data Scientist,Data Science and Research,147500,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,112500,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,110736,United Kingdom,Mid-level,Full-time,Remote,United Kingdom,M
2023,Data Scientist,Data Science and Research,168000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,130000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,226000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,162000,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,200000,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,150000,United States,Senior,Full-time,Remote,United States,M
2023,Data Science Manager,Data Science and Research,160000,United States,Senior,Full-time,Remote,United States,M
2023,Data Science Manager,Data Science and Research,145000,United States,Senior,Full-time,Remote,United States,M
2023,Head of Data,Leadership and Management,329500,United States,Executive,Full-time,Remote,United States,M
2023,Head of Data,Leadership and Management,269600,United States,Executive,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,230000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,180000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,164000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,130000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,136000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,104000,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,195000,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,142000,United States,Senior,Full-time,Remote,United States,M
2023,Research Engineer,Data Science and Research,240000,United States,Senior,Full-time,Remote,United States,M
2023,Research Engineer,Data Science and Research,157250,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,212000,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,170000,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,194400,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,132192,United States,Senior,Full-time,Remote,United States,M
2023,Analytics Engineer,Leadership and Management,174000,United States,Senior,Full-time,Remote,United States,M
2023,Analytics Engineer,Leadership and Management,134000,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,152000,United States,Mid-level,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,265800,United States,Executive,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,177200,United States,Executive,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,250000,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,190000,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,213210,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,102434,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,225000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,156400,United States,Senior,Full-time,Remote,United States,M
2023,Analytics Engineer,Leadership and Management,233400,United States,Senior,Full-time,Remote,United States,M
2023,Analytics Engineer,Leadership and Management,145300,United States,Senior,Full-time,Remote,United States,M
2023,Analytics Engineer,Leadership and Management,156450,United States,Entry-level,Full-time,Remote,United States,M
2023,Analytics Engineer,Leadership and Management,119200,United States,Entry-level,Full-time,Remote,United States,M
2023,Applied Scientist,Data Science and Research,216000,United States,Senior,Full-time,Remote,United States,M
2023,Applied Scientist,Data Science and Research,184000,United States,Senior,Full-time,Remote,United States,M
2023,Applied Scientist,Data Science and Research,230000,United States,Senior,Full-time,Remote,United States,M
2023,Applied Scientist,Data Science and Research,196000,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,192000,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,164000,United States,Senior,Full-time,Remote,United States,M
2023,Applied Scientist,Data Science and Research,192000,United States,Senior,Full-time,Remote,United States,M
2023,Applied Scientist,Data Science and Research,164000,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,200000,United States,Executive,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,145000,United States,Executive,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,295500,United States,Executive,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,165200,United States,Executive,Full-time,Remote,United States,M
2023,Analytics Engineer,Leadership and Management,180000,United States,Senior,Full-time,Remote,United States,M
2023,Analytics Engineer,Leadership and Management,144000,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,258384,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,153100,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,168000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,130000,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,110000,France,Mid-level,Full-time,Remote,France,M
2023,Data Scientist,Data Science and Research,253000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,162000,United States,Senior,Full-time,Remote,United States,M
2023,Business Intelligence Analyst,BI and Visualization,127000,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,150000,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,101570,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,185000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,126000,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,150000,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,210000,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,170000,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,160000,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,108000,United States,Senior,Full-time,Remote,United States,M
2023,Head of Data,Leadership and Management,115000,Brazil,Executive,Full-time,Remote,Brazil,M
2023,Head of Data,Leadership and Management,110000,Brazil,Executive,Full-time,Remote,Brazil,M
2023,Decision Scientist,Data Science and Research,182500,United States,Senior,Full-time,Remote,United States,M
2023,Decision Scientist,Data Science and Research,135000,United States,Senior,Full-time,Remote,United States,M
2023,AI Engineer,Machine Learning and AI,300000,Qatar,Mid-level,Full-time,Remote,Qatar,M
2023,Business Data Analyst,Data Analysis,180000,United States,Senior,Full-time,Remote,United States,L
2023,Research Scientist,Data Science and Research,252990,United States,Entry-level,Full-time,Remote,United States,M
2023,Research Scientist,Data Science and Research,162170,United States,Entry-level,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,170000,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,120000,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,133200,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,160000,United States,Mid-level,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,140000,United States,Mid-level,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,265000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,153000,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,143000,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,126277,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,230000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,153000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,145000,United States,Mid-level,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,115000,United States,Mid-level,Full-time,Remote,United States,M
2023,Applied Scientist,Data Science and Research,227700,United States,Senior,Full-time,Remote,United States,M
2023,Applied Scientist,Data Science and Research,154836,United States,Senior,Full-time,Remote,United States,M
2023,Data Architect,Data Architecture and Modeling,140000,United States,Mid-level,Full-time,Remote,United States,M
2023,Data Architect,Data Architecture and Modeling,110000,United States,Mid-level,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,136000,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,104000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,205000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,157500,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,120000,United States,Mid-level,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,110000,United States,Mid-level,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,170500,Canada,Senior,Full-time,Remote,Canada,M
2023,Data Scientist,Data Science and Research,118575,Canada,Senior,Full-time,Remote,Canada,M
2023,Data Analyst,Data Analysis,130000,United States,Senior,Full-time,Remote,United States,M
2023,Analytics Engineer,Leadership and Management,172200,United States,Mid-level,Full-time,Remote,United States,M
2023,Analytics Engineer,Leadership and Management,131200,United States,Mid-level,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,154500,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,131325,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,192000,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,138240,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,207500,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,172900,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,162000,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,111000,United States,Senior,Full-time,Remote,United States,M
2023,Business Intelligence Engineer,BI and Visualization,155000,United States,Senior,Full-time,Remote,United States,M
2023,Business Intelligence Engineer,BI and Visualization,130000,United States,Senior,Full-time,Remote,United States,M
2023,ML Engineer,Machine Learning and AI,260000,United States,Senior,Full-time,Remote,United States,M
2023,ML Engineer,Machine Learning and AI,234000,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,180000,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,165000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,297300,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,198200,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,121000,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,101570,United States,Senior,Full-time,Remote,United States,M
2023,Data Strategist,Data Architecture and Modeling,175000,United States,Senior,Full-time,Remote,United States,M
2023,Data Strategist,Data Architecture and Modeling,125000,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Scientist,Machine Learning and AI,325000,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Scientist,Machine Learning and AI,171000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,265000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,172000,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,133000,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,113000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,208400,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,139000,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,180000,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,140000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,175000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,155000,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,207611,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,127876,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,132600,United States,Entry-level,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,175000,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,135000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,176000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,118720,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,140000,United States,Mid-level,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,165000,United States,Mid-level,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,136000,United States,Mid-level,Full-time,Remote,United States,M
2023,Applied Scientist,Data Science and Research,230000,United States,Senior,Full-time,Remote,United States,M
2023,Applied Scientist,Data Science and Research,196000,United States,Senior,Full-time,Remote,United States,M
2023,Data Manager,Leadership and Management,172750,United States,Senior,Full-time,Remote,United States,M
2023,Applied Scientist,Data Science and Research,192000,United States,Senior,Full-time,Remote,United States,M
